DATE,ITUB3,ITUB4,BBDC4,IBOV,IBX50
9/6/2016,27.45,31.95,25.37,60129.44,10070.91
9/8/2016,27.36,31.57,25.71,60231.66,10092.34
9/9/2016,26.09,30.37,24.29,57999.73,9720.58
9/12/2016,26.81,30.77,24.37,58586.11,9818.63
9/13/2016,26.1,30.15,23.36,56820.77,9524.24
9/14/2016,26.51,30.18,23.55,57059.46,9563.59
9/15/2016,27.11,30.84,24.19,57909.49,9706.67
9/16/2016,26.29,30.14,23.75,57079.76,9565.39
9/19/2016,26.5,30.35,23.88,57350.38,9611.9
9/20/2016,26.66,30.42,24.14,57736.46,9676.98
9/21/2016,26.76,30.71,24.62,58393.92,9786.38
9/22/2016,27.12,31.21,25.09,58994.17,9887.44
9/23/2016,27.11,31.13,25.14,58697,9839.97
9/26/2016,26.56,30.89,24.83,58053.53,9731.9
9/27/2016,26.81,31.24,25.34,58382.49,9787.21
9/28/2016,27.17,31.46,25.49,59355.77,9948.64
9/29/2016,26.76,30.66,25.07,58350.57,9780.05
9/30/2016,26.68,30.6,25.09,58367.05,9784.38
10/3/2016,27.33,31.33,25.74,59461.23,9966.33
10/4/2016,27.73,31.61,26.11,59339.23,9947.14
10/5/2016,28.07,32.23,26.31,60254.34,10099.05
10/6/2016,28.46,32.49,26.31,60644.24,10167.18
10/7/2016,28.62,32.8,26.69,61108.98,10242.17
10/10/2016,28.75,32.84,26.68,61668.33,10336.71
10/11/2016,28.65,32.73,26.58,61021.85,10225.69
10/13/2016,28.63,33.1,26.62,61118.58,10238.02
10/14/2016,29.11,33.73,26.83,61767.22,10346.39
10/17/2016,29.52,34.47,27.37,62696.11,10506.09
10/18/2016,29.88,34.95,28.03,63782.21,10682.5
10/19/2016,29.27,34.38,27.84,63505.61,10635.47
10/20/2016,29.52,34.48,28.24,63837.85,10690.14
10/21/2016,29.38,34.43,27.97,64108.08,10738.17
10/24/2016,29.37,34.13,27.71,64059.89,10730.64
10/25/2016,29.17,33.95,27.58,63866.2,10694.01
10/26/2016,29.03,34.16,27.46,63825.69,10687.15
10/27/2016,30.17,34.89,27.92,64249.5,10759.9
10/28/2016,30.11,35.18,28.03,64307.63,10767.03
10/31/2016,31.37,36.41,28.91,64924.52,10870.22
11/1/2016,30.41,35.33,28.06,63326.42,10602.49
11/3/2016,29.62,34.57,27.39,61750.17,10335.99
11/4/2016,29.8,34.86,27.39,61598.39,10308.43
11/7/2016,30.38,36.11,28.34,64051.65,10714.68
11/8/2016,30.54,36.19,28.33,64157.68,10732.7
11/9/2016,29.74,35.04,27.55,63258.27,10580.52
11/10/2016,28.54,33.29,25.09,61200.96,10241.1
11/11/2016,28.08,32.87,25.14,59183.51,9905.37
11/14/2016,27.73,32.67,25.32,59657.46,9983.74
11/16/2016,28.92,34.28,25.7,60759.32,10168.18
11/17/2016,28.16,33.25,24.89,59770.47,10005.28
11/18/2016,28.35,33.57,25.33,59961.76,10034.49
11/21/2016,28.79,33.84,25.47,61070.27,10214.83
11/22/2016,28.81,33.96,25.65,61954.47,10362.4
11/23/2016,28.71,33.64,25.76,61985.91,10369.54
11/24/2016,28.34,33.29,25.52,61395.53,10272.58
11/25/2016,28.28,33.06,25.64,61559.08,10297.32
11/28/2016,28.12,33.77,25.96,62855.5,10514.28
11/29/2016,27.81,32.95,25.14,60986.52,10205.75
11/30/2016,28.81,33.6,25.73,61906.36,10356.99
12/1/2016,27.48,32.07,24.3,59506.54,9963.29
12/2/2016,27.61,32.21,24.69,60316.13,10095.6
12/5/2016,27.35,32.09,24.56,59831.73,10015.36
12/6/2016,27.69,32.52,25.08,61088.25,10220.05
12/7/2016,27.48,32.26,24.93,61414.4,10269.01
12/8/2016,27.71,32.07,24.67,60676.57,10142.69
12/9/2016,27.75,32.17,25,60500.62,10116.01
12/12/2016,26.37,30.84,23.96,59178.62,9896.33
12/13/2016,26.84,30.98,24.05,59280.57,9916.76
12/14/2016,26.75,30.92,23.77,58212.12,9737.42
12/15/2016,26.56,30.79,23.85,58396.16,9766.67
12/16/2016,26.37,30.24,23.72,58389.04,9764.26
12/19/2016,26.02,29.43,23.2,57111,9549.6
12/20/2016,26.51,30.17,23.7,57582.89,9627.16
12/21/2016,26.54,30.17,23.5,57646.52,9635.48
12/22/2016,26.66,30.41,23.4,57255.22,9571.3
12/23/2016,27.28,31.27,23.89,57937.11,9685.18
12/26/2016,27.3,31.52,24.32,58620.26,9799.53
12/27/2016,27.21,31.5,24.09,58696.69,9812.28
12/28/2016,27.68,32.24,24.95,59781.63,9991.52
12/29/2016,28.74,32.6,25.36,60227.29,10066.39
1/2/2017,28.43,32.31,25.19,59588.7,9959.47
1/3/2017,29.29,33.67,26.26,61813.83,10329.42
1/4/2017,29.71,33.82,26.09,61589.06,10286.13
1/5/2017,29.77,34.28,26.38,62070.98,10368.74
1/6/2017,29.8,34.4,26.55,61665.37,10303.37
1/9/2017,29.68,34.56,26.58,61700.29,10307.09
1/10/2017,29.68,34.44,26.58,62131.8,10379.22
1/11/2017,29.71,34.51,26.78,62446.26,10429.98
1/12/2017,30.24,35.39,27.41,63953.93,10672.71
1/13/2017,29.59,34.67,27.19,63651.52,10617.56
1/16/2017,29.83,34.7,27.25,63831.28,10644.15
1/17/2017,30.55,35.63,28.02,64354.34,10729.54
1/18/2017,30.37,35.35,27.74,64149.57,10698.41
1/19/2017,30.25,35.16,27.72,63950.86,10671.14
1/20/2017,30.28,35.26,27.59,64521.18,10763.43
1/23/2017,30.93,36.45,28.22,65748.63,10962.97
1/24/2017,30.91,36.36,28.11,65840.09,10979.03
1/26/2017,31.49,36.85,28.74,66190.63,11038.38
1/27/2017,31.63,36.66,28.83,66033.98,11013.47
1/30/2017,30.48,35.88,28.32,64301.73,10726.67
1/31/2017,30.81,35.88,28.62,64670.78,10783.83
2/1/2017,30.75,36.26,28.38,64836.13,10806.12
2/2/2017,30.84,36.15,27.32,64578.21,10758.73
2/3/2017,31.16,36.91,27.99,64953.93,10821.29
2/6/2017,30.88,36.64,27.41,63992.93,10658.7
2/7/2017,32.06,37.35,27.37,64198.9,10692.51
2/8/2017,32.98,38.31,27.87,64835.4,10797.33
2/9/2017,33.37,38.49,28.04,64964.89,10816.97
2/10/2017,33.69,38.61,28.46,66124.52,10999.39
2/13/2017,33.32,38.43,28.54,66967.64,11133.84
2/14/2017,33.24,38.55,28.36,66712.88,11098.38
2/15/2017,34.4,40.17,28.98,67975.58,11308.29
2/16/2017,34.02,39.39,28.88,67814.24,11283.31
2/17/2017,34.12,39.37,28.82,67748.42,11272.54
2/20/2017,34.3,39.56,28.93,68532.86,11397.36
2/21/2017,35.08,40.13,29.75,69052.02,11488.43
2/22/2017,35.07,40.25,29.94,68589.55,11416.15
2/23/2017,34.68,39.64,29.49,67461.39,11227.47
2/24/2017,34.31,39.33,29.27,66662.1,11089.75
3/1/2017,34.62,39.26,29,66988.88,11138.38
3/2/2017,34.12,38.86,28.92,65854.93,10954.66
3/3/2017,34.67,39.57,29.6,66785.53,11108.92
3/6/2017,34.74,39.41,29.31,66341.37,11035.11
3/7/2017,34.14,38.75,28.92,65742.33,10935.22
3/8/2017,33.85,38.31,28.42,64718.02,10769.26
3/9/2017,33.94,38.43,28.17,64585.23,10751.9
3/10/2017,33.98,38.45,28.01,64675.46,10771.97
3/13/2017,34.4,39.15,28.36,65534.3,10912.95
3/14/2017,34.16,38.76,28.13,64699.46,10774.59
3/15/2017,34.34,39.14,28.63,66234.88,11030.58
3/16/2017,33.65,38.63,28.49,65782.85,10955.87
3/17/2017,33.22,37.52,27.62,64209.94,10695.28
3/20/2017,33.44,37.94,28.11,64884.27,10808.46
3/21/2017,32.58,37.12,27.28,62980.37,10493.12
3/22/2017,32.88,37.43,27.38,63521.34,10584.14
3/23/2017,32.85,37.22,27.41,63530.79,10586.32
3/24/2017,33.03,37.62,27.8,63853.77,10641.7
3/27/2017,33.61,37.9,28.04,64308.39,10721.46
3/28/2017,33.22,37.77,28.2,64640.45,10789.74
3/29/2017,33.62,38.33,28.78,65528.29,10944.63
3/30/2017,33.56,37.88,28.6,65265.98,10897.6
3/31/2017,33.11,37.25,28.37,64984.07,10849.14
4/3/2017,33.27,37.87,28.51,65211.48,10890.59
4/4/2017,33.37,38.07,28.73,65768.91,10982.88
4/5/2017,33.05,37.37,28.14,64774.77,10822.7
4/6/2017,32.81,37.08,27.85,64222.72,10734.83
4/7/2017,33.19,37.36,27.91,64593.11,10799.53
4/10/2017,32.81,37.29,28.08,64649.82,10812.93
4/11/2017,32.69,37.22,28.15,64359.79,10760.6
4/12/2017,32.74,37.17,27.87,63891.68,10684.03
4/13/2017,32.17,36.5,27.02,62826.28,10504.32
4/17/2017,33.21,38.13,28.23,64334.93,10759.18
4/18/2017,33.38,37.99,28.06,64158.84,10724.88
4/19/2017,33.11,37.66,27.78,63406.97,10596.82
4/20/2017,32.74,37.11,27.3,63760.62,10648.71
4/24/2017,33.34,37.82,27.8,64389.02,10757.45
4/25/2017,33.4,38.07,28.06,65148.35,10877.92
4/26/2017,33.44,38.14,28.53,64861.92,10829.08
4/27/2017,33.66,38.35,29.36,64676.55,10800.32
4/28/2017,33.41,38.6,29.29,65403.25,10914.23
5/2/2017,34.53,39.39,30.08,66721.75,11135.91
5/3/2017,34.1,38.74,30.06,66093.78,11031.47
5/4/2017,33.07,37.47,29.62,64862.61,10830.89
5/5/2017,33.38,38.06,29.65,65709.73,10974.74
5/8/2017,33.56,38.15,29.63,65526.04,10947.02
5/9/2017,33.85,38.25,29.9,66277.67,11067.68
5/10/2017,33.94,38.44,30.34,67349.73,11244.67
5/11/2017,34.24,39.1,30.52,67537.62,11276.62
5/12/2017,34.4,39.47,30.83,68221.94,11390.71
5/15/2017,34.61,39.64,30.88,68474.19,11435.46
5/16/2017,34.48,39.59,30.93,68684.5,11472.61
5/17/2017,34.24,38.78,30.32,67540.25,11284.69
5/18/2017,30.84,34.11,26.34,61597.05,10296.72
5/19/2017,31.49,35,26.78,62639.31,10471.13
5/22/2017,30.47,34.31,26.02,61673.49,10313.86
5/23/2017,30.98,34.85,26.19,62662.48,10479.81
5/24/2017,31.32,35.13,26.49,63257.36,10572.28
5/25/2017,31.07,34.47,26.31,63226.79,10569.22
5/26/2017,31.67,35.41,26.91,64085.41,10711.84
5/29/2017,31.65,35.23,26.64,63760.94,10657.23
5/30/2017,31.64,35.34,27.07,63962.27,10690.46
5/31/2017,31.68,34.97,26.56,62711.47,10478.66
6/1/2017,31.39,34.57,26.41,62288.52,10412.11
6/2/2017,31.49,34.91,26.04,62510.7,10449.59
6/5/2017,31.35,34.87,26.02,62450.45,10438.97
6/6/2017,31.89,35.43,26.37,62954.69,10523.42
6/7/2017,32.29,36.01,26.8,63170.73,10562.47
6/8/2017,32.21,35.64,26.39,62755.57,10497
6/9/2017,31.95,35.08,25.85,62210.56,10408.86
6/12/2017,31.92,35.08,25.44,61700.23,10321.03
6/13/2017,32.3,35.51,25.23,61828.99,10344.33
6/14/2017,32.65,35.83,26.21,61922.93,10362.18
6/16/2017,32.44,35.57,26.08,61626.41,10304.44
6/19/2017,32.74,35.76,26.15,62014.03,10372.08
6/20/2017,31.9,34.97,25.54,60766.16,10163.41
6/21/2017,31.83,35.01,25.4,60761.74,10163.33
6/22/2017,31.61,35.04,25.72,61272.21,10247.62
6/23/2017,31.52,34.92,25.5,61087.14,10216.06
6/26/2017,31.9,35.91,26.65,62188.09,10403.79
6/27/2017,31.8,35.58,26.35,61675.46,10321.24
6/28/2017,31.69,35.57,26.58,62017.97,10375.34
6/29/2017,31.74,35.93,26.7,62238.95,10416.73
6/30/2017,31.95,36.16,27.18,62899.97,10530.14
7/3/2017,32.05,36.5,27.42,63279.58,10593.8
7/4/2017,32.19,36.35,27.45,63231.59,10586.65
7/5/2017,32.18,36.45,27.46,63154.17,10568.97
7/6/2017,32.21,35.94,27.07,62470.33,10447.17
7/7/2017,31.71,35.6,27.09,62322.4,10421.17
7/10/2017,31.79,35.88,27.4,63025.47,10538.93
7/11/2017,32.05,36.42,27.87,63832.15,10679.24
7/12/2017,32.23,36.82,28.61,64835.55,10850.3
7/13/2017,32.31,36.91,28.87,65178.35,10909.51
7/14/2017,32.76,36.99,28.89,65436.18,10958.07
7/17/2017,32.66,36.64,28.7,65212.31,10918.52
7/18/2017,32.49,36.68,29.06,65337.67,10936.09
7/19/2017,32.53,36.15,28.7,65179.92,10910.3
7/20/2017,32.29,36.19,28.6,64938.02,10868.97
7/21/2017,32.25,36.2,28.49,64684.18,10823.78
7/24/2017,32.35,36.42,28.73,65099.55,10891.43
7/25/2017,32.32,36.51,29.2,65667.63,10990.91
7/26/2017,32.27,36.34,28.94,65010.57,10877.16
7/27/2017,32.35,36.38,28.9,65277.38,10919.65
7/28/2017,32.32,36.52,28.94,65497.13,10957.06
7/31/2017,32.49,36.74,29.37,65920.36,11031.11
8/1/2017,33.34,37.91,29.73,66516.23,11133.16
8/2/2017,33.57,38.31,30.14,67135.99,11229.38
8/3/2017,33.81,38.22,30.13,66777.13,11165.92
8/4/2017,33.79,38.12,30.16,66897.98,11183.75
8/7/2017,34,38.72,30.51,67939.66,11356.87
8/8/2017,34.29,39.19,30.83,67898.94,11352.89
8/9/2017,33.98,38.95,30.85,67671.06,11314.64
8/10/2017,33.58,38.46,30.56,66992.09,11200.9
8/11/2017,33.61,38.65,30.83,67358.59,11261.57
8/14/2017,34.09,39.35,31.44,68284.66,11413.36
8/15/2017,34.6,39.52,31.52,68355.13,11424.46
8/16/2017,34.83,39.6,31.52,68594.3,11465.16
8/17/2017,34.5,39.28,31.26,67976.8,11361.17
8/18/2017,35.09,39.66,31.9,68714.66,11485.78
8/21/2017,34.64,39.37,31.89,68634.65,11471.41
8/22/2017,35.37,40.21,32.61,70011.25,11691.16
8/23/2017,35.95,40.64,32.9,70477.63,11776.39
8/24/2017,35.89,40.98,33.01,71132.8,11884.29
8/25/2017,35.7,40.86,33.04,71073.65,11878.04
8/28/2017,35.78,40.5,32.53,71016.59,11867.54
8/29/2017,35.79,40.87,33.09,71329.85,11919.36
8/30/2017,35.72,40.65,32.76,70886.26,11840.68
8/31/2017,35.46,40.14,32.69,70835.05,11834.09
9/1/2017,36.07,40.98,33.37,71923.11,12018.79
9/4/2017,36,40.77,33.36,72128.83,12051.41
9/5/2017,35.86,40.79,32.88,72150.88,12048.97
9/6/2017,36.76,41.88,33.38,73412.41,12267.41
9/8/2017,37.02,41.83,33.12,73078.85,12206.6
9/11/2017,37.45,42.54,34.39,74319.22,12412.51
9/12/2017,37.5,42.42,34.34,74538.55,12452.11
9/13/2017,37.79,42.72,34.49,74787.57,12497.95
9/14/2017,37.51,42.62,34.23,74656.68,12476.67
9/15/2017,38.28,43.42,34.96,75756.52,12665.01
9/18/2017,38.43,43.72,35.26,75990.41,12701.01
9/19/2017,38.59,43.56,35.37,75974.18,12699.69
9/20/2017,38.19,43.11,35.16,76004.15,12702.9
9/21/2017,38,43.17,35.17,75604.34,12637.11
9/22/2017,37.94,43.32,35.08,75389.75,12603.8
9/25/2017,37.9,42.89,34.49,74443.48,12446.21
9/26/2017,37.97,42.97,34.45,74318.72,12421.62
9/27/2017,37.87,43,34.09,73796.71,12337.58
9/28/2017,37.87,42.77,33.66,73567.25,12297.56
9/29/2017,38.19,43.14,34.14,74293.51,12420.22
10/2/2017,38.25,43.21,34.48,74359.83,12429.52
10/3/2017,39.11,44.69,35.96,76762.91,12838.39
10/4/2017,39.13,44.3,35.73,76591.44,12808.82
10/5/2017,39.28,45,35.76,76617.53,12809.8
10/6/2017,38.93,44.48,35.39,76054.72,12717.34
10/9/2017,38.52,43.95,35.37,75726.8,12661.02
10/10/2017,39.01,45.04,36.12,76897.21,12858.07
10/11/2017,39.13,44.79,35.96,76659.8,12817.51
10/13/2017,39.52,44.43,35.69,76989.79,12873.27
10/16/2017,39.19,44.2,35.59,76891.84,12857.57
10/17/2017,38.93,44.13,35.5,76201.25,12743.5
10/18/2017,39.17,44.21,35.35,76591.09,12804.86
10/19/2017,39.14,43.89,35.2,76283.16,12754.66
10/20/2017,39.08,43.8,35.02,76390.52,12766.17
10/23/2017,38.69,43.39,34.69,75413.13,12603.03
10/24/2017,38.72,43.71,35.16,76350.2,12761.62
10/25/2017,39.21,44.01,35.27,76671.13,12813.1
10/26/2017,39.31,43.74,34.95,75896.35,12684.87
10/27/2017,39.48,43.47,34.88,75975.71,12694.89
10/30/2017,38.98,42.91,34.25,74800.34,12502.68
10/31/2017,38.22,41.86,33.8,74308.49,12418.75
11/1/2017,37.31,41.16,32.74,73823.74,12338.1
11/3/2017,37.76,41.73,33.07,73915.42,12359.18
11/6/2017,37.58,41.92,32.94,74310.79,12424.61
11/7/2017,36.94,40.93,31.93,72414.88,12102.77
11/8/2017,37.91,42.42,33.09,74363.13,12423.9
11/9/2017,36.84,41.28,31.9,72930.69,12179.91
11/10/2017,37.22,41.33,31.92,72165.64,12049.7
11/13/2017,37.44,41.54,32.08,72475.17,12102.51
11/14/2017,36.97,40.75,31.4,70826.59,11826.51
11/16/2017,37.92,41.77,32.22,72511.79,12107.6
11/17/2017,38.09,42.35,32.78,73437.28,12266.89
11/21/2017,38.44,43.2,33.53,74594.62,12461.43
11/22/2017,38.16,42.78,33.15,74518.79,12444.81
11/23/2017,37.95,42.65,32.91,74486.58,12432.88
11/24/2017,37.74,42.25,32.62,74157.38,12375.46
11/27/2017,37.82,42.51,32.57,74058.91,12364.72
11/28/2017,38.52,42.58,32.67,74139.72,12377.47
11/29/2017,37.89,41.7,32.04,72700.45,12144.67
11/30/2017,36.94,41.1,31.84,71970.99,12020.2
12/1/2017,36.76,41.07,31.76,72264.45,12070.26
12/4/2017,37.12,41.68,32.3,73090.17,12207.17
12/5/2017,36.95,41.43,31.97,72546.17,12117.51
12/6/2017,36.69,41.87,32.3,73268.35,12238.39
12/7/2017,36.83,41.73,32.07,72487.45,12109.9
12/8/2017,37.66,42.09,32.16,72731.84,12150.68
12/11/2017,37.72,42.2,32.16,72800.04,12164.55
12/12/2017,38.04,42.54,32.79,73813.53,12337.71
12/13/2017,38.02,41.59,32.24,72914.34,12183.4
12/14/2017,36.79,40.93,31.98,72428.93,12103.71
12/15/2017,37.52,41.08,31.86,72607.7,12130.46
12/18/2017,36.99,41.07,32.11,73115.45,12214.09
12/19/2017,36.68,40.84,31.9,72680.37,12145.89
12/20/2017,36.99,40.99,32.2,73367.03,12261.91
12/21/2017,37.39,42.72,33.14,75133.43,12559.66
12/22/2017,36.99,42.52,33.24,75186.53,12566.11
12/26/2017,37.44,42.69,33.31,75707.73,12653.12
12/27/2017,37.46,42.46,33.35,76072.54,12714.38
12/28/2017,37.68,42.57,33.85,76402.08,12765.46
