DATE,ITUB3,ITUB4,BBDC4,IBOV,IBX50
12/14/2007,14.48,15.87,13.09,62444.97,9485.35
12/17/2007,13.93,15.14,12.6,59828.21,9080.72
12/18/2007,13.96,15.72,12.92,61096.28,9277.3
12/19/2007,13.93,15.98,13.15,61721.71,9427.96
12/20/2007,13.93,15.83,13.08,61716.2,9469.86
12/21/2007,14.09,15.82,13.05,63097.71,9638.72
12/26/2007,14.29,16.16,13.29,64288.26,9834.9
12/27/2007,14.1,15.9,13.09,63774.38,9738.73
12/28/2007,13.93,15.48,13.19,63886.1,9754.98
1/2/2008,13.61,14.81,12.5,62815.13,9554.39
1/3/2008,13.22,14.53,12.25,62891.97,9530.53
1/4/2008,13.22,14.63,12.1,61036.61,9225.18
1/7/2008,13.03,14.63,12.35,60772.15,9119.65
1/8/2008,13.13,14.77,12.54,62080.73,9364.05
1/9/2008,12.96,14.77,12.43,62673.69,9435.09
1/10/2008,13.08,15.04,12.6,63515.48,9533.06
1/11/2008,13.56,14.64,12.4,61942.36,9307.27
1/14/2008,13.13,14.7,12.52,62187.78,9332.91
1/15/2008,12.96,14.09,11.99,59907.06,8973.12
1/16/2008,12.24,13.87,11.77,58777.45,8722.31
1/17/2008,12.44,13.59,11.28,57036.85,8452.16
1/18/2008,12.04,13.29,11.32,57506.47,8524.57
1/21/2008,11.5,12.96,10.92,53709.11,7937.43
1/22/2008,11.5,12.96,10.92,56097.18,8010.77
1/23/2008,11.5,12.86,10.67,54234.82,8084.11
1/24/2008,11.99,13.91,11.49,57463.31,8647.25
1/28/2008,11.96,13.83,11.61,58593.78,8856.17
1/29/2008,11.86,13.98,11.35,59529.58,8928.13
1/30/2008,11.6,13.9,11.35,60289.41,9057.91
1/31/2008,11.34,13.45,11.05,59490.4,8892.41
2/1/2008,11.28,13.09,11.01,61079.83,9103.41
2/6/2008,11.06,12.53,10.71,58968.53,8782.42
2/7/2008,11.02,12.49,10.53,58965.48,8827.7
2/8/2008,10.7,12.41,10.46,59075.98,8854.41
2/11/2008,10.97,12.7,10.88,60643.22,9086.83
2/12/2008,11.35,13.48,11.23,61805.47,9239.95
2/13/2008,11.91,14.17,11.54,62590.65,9389.91
2/14/2008,11.9,13.64,11.26,61818.99,9275.22
2/15/2008,11.83,13.85,11.33,61271.87,9199.81
2/18/2008,12.16,14.28,11.59,62801.43,9453.99
2/19/2008,12.32,13.89,11.4,62296.54,9408.44
2/20/2008,12.39,14.23,11.63,63747.49,9607.93
2/21/2008,12.61,14.12,11.59,63792.23,9575.23
2/22/2008,12.62,14.46,11.87,64608.78,9674.63
2/25/2008,12.91,14.85,12.12,65000.94,9743.3
2/26/2008,13.07,15.27,12.59,65182.61,9787.89
2/27/2008,13.33,15.48,12.76,65494.85,9866.34
2/28/2008,13.34,15.41,12.85,65555.08,9917.62
2/29/2008,13.14,14.78,12.49,63489.3,9507.9
3/3/2008,13.91,15.04,12.79,64490.46,9593.09
3/4/2008,13.34,14.72,12.54,63655.54,9402.24
3/5/2008,13.71,15.3,12.89,64629.48,9591.74
3/6/2008,13.61,14.85,12.31,62974.65,9363.67
3/7/2008,13.11,14.43,12.1,61867.99,9199.54
3/10/2008,13.04,14.28,11.88,59999.27,8972.53
3/11/2008,13.32,14.89,12.44,62367.72,9330.22
3/12/2008,12.95,14.37,12.29,62176.58,9288.28
3/13/2008,13.24,14.64,12.38,62279.71,9300.22
3/14/2008,12.75,14.5,12.24,61990.99,9265.78
3/17/2008,12.32,13.81,11.84,60011.84,8908.84
3/18/2008,12.5,14.23,12.18,61932.78,9150.82
3/19/2008,12.08,13.67,11.47,58827.36,8626.23
3/20/2008,12.08,13.83,11.52,58987.31,8634.84
3/24/2008,12.25,13.57,11.58,59812.53,8773.09
3/25/2008,12.51,14.23,12.03,61234.06,9054.12
3/26/2008,12.32,14.08,11.81,61415.28,9133.79
3/27/2008,12.19,13.71,11.58,60761.68,9009.35
3/28/2008,12.13,13.58,11.37,60452.12,8965.48
3/31/2008,12.18,13.88,11.55,60968.07,9074.04
4/1/2008,12.52,14.32,11.79,62774.85,9320.2
4/2/2008,12.59,14.34,12.03,63364.36,9410.1
4/3/2008,12.59,14.4,12.08,64175.05,9519.54
4/4/2008,12.78,14.32,12.07,64445.97,9551.19
4/7/2008,12.75,14.49,12.31,64175.58,9545.52
4/8/2008,12.68,14.68,12.3,64539.54,9629.53
4/9/2008,12.73,14.33,12.04,63476.92,9495.67
4/10/2008,12.59,14.27,12.2,63527.11,9506.89
4/11/2008,12.42,14.07,11.97,62585.21,9357.66
4/14/2008,12.59,13.82,11.73,62153.45,9406.14
4/15/2008,12.52,13.88,11.8,62618.39,9510.4
4/16/2008,12.72,14.58,12.27,64151.94,9697.05
4/17/2008,13.05,15.1,12.7,64552.42,9798.43
4/18/2008,13.38,15.37,12.81,64922.67,9865.73
4/22/2008,13.25,15.2,12.78,65412.66,9947.26
4/23/2008,13.08,14.98,12.61,64947.54,9860.73
4/24/2008,13.05,14.99,12.84,64576.26,9745.25
4/25/2008,12.75,15.24,13.14,65187.34,9841.7
4/28/2008,13.1,15.48,13.01,65677.74,9935.74
4/29/2008,12.85,15.18,12.63,63825.74,9635.86
4/30/2008,13.9,16.46,13.57,67868.46,10161.79
5/2/2008,14.25,17.05,14.39,69366.39,10345.9
5/5/2008,14.37,17.27,14.32,70174.88,10477.73
5/6/2008,14.06,16.53,13.89,70195.27,10537.93
5/7/2008,13.63,16.2,13.68,69017.66,10384.55
5/8/2008,13.75,16.4,13.65,69722.25,10480.64
5/9/2008,13.59,16.28,13.58,69645.7,10494.65
5/12/2008,13.94,16.39,13.77,70415.82,10595.04
5/13/2008,13.62,16.07,13.58,70503.25,10642.02
5/14/2008,13.52,15.93,13.43,70026.62,10554.33
5/15/2008,13.81,16.3,13.55,71492.36,10784.64
5/16/2008,13.81,16.31,13.61,72766.93,11011.33
5/19/2008,13.93,16.65,13.82,73438.83,11162.42
5/20/2008,13.91,16.39,13.72,73516.81,11219.31
5/21/2008,13.78,15.97,13.4,72294.8,11073.73
5/23/2008,13.65,15.92,13.39,71451.8,10873.72
5/26/2008,13.68,15.93,13.22,71628.74,10942.61
5/27/2008,13.85,16.39,13.52,70992.06,10806.08
5/28/2008,14.15,16.96,14,73153.23,11095.83
5/29/2008,14.2,16.84,13.72,71797.54,10802.6
5/30/2008,14.48,17.52,13.97,72592.5,10914.64
6/2/2008,14.46,16.75,13.61,71897.25,10850.43
6/3/2008,14,16.28,13.33,70011.92,10509.16
6/4/2008,13.88,16.16,13.19,68673.14,10255.17
6/5/2008,14.08,16.75,13.58,71209.12,10665.05
6/6/2008,13.75,16.32,13.26,69785.87,10498.09
6/9/2008,13.46,15.95,13.03,69281.2,10390.07
6/10/2008,13.25,15.41,12.73,67774.94,10123.19
6/11/2008,13.09,15.19,12.38,66794.76,9968.99
6/12/2008,13.25,15.54,12.8,67319.63,10056.81
6/13/2008,13.3,15.72,12.87,67203.52,10069.45
6/16/2008,13.54,15.76,12.81,67284.61,10076.27
6/17/2008,13.67,16.17,12.97,68437.5,10248.57
6/18/2008,13.46,15.6,12.68,67090.45,10059.84
6/19/2008,13.13,15.52,12.58,66590.41,9943.83
6/20/2008,13.05,14.89,12.21,64613.79,9643.86
6/23/2008,13.05,14.89,12.11,64640.45,9683.96
6/24/2008,12.76,14.45,11.95,64167.77,9628.76
6/25/2008,12.76,14.84,12.17,65853.34,9876.85
6/26/2008,12.47,14.03,11.7,63946.92,9626.36
6/27/2008,12.43,14.11,11.63,64321.11,9652.82
6/30/2008,12.53,14.15,11.78,65017.58,9795
7/1/2008,12.43,13.95,11.43,63396.19,9592.88
7/2/2008,12.27,13.92,11.46,61106.22,9232.66
7/3/2008,12.43,13.42,11.18,59273.38,8943.81
7/4/2008,11.98,13.58,11.18,59365.35,8986.22
7/7/2008,11.73,13.51,11.25,59088.2,8930.23
7/8/2008,11.67,13.72,11.61,59535.95,8930.62
7/10/2008,11.6,13.76,11.5,60252.74,8954.78
7/11/2008,11.81,13.55,11.39,60148.26,8937.59
7/14/2008,11.6,13.53,11.27,60720.9,9007.44
7/15/2008,11.6,13.2,11.12,61015.09,8957.63
7/16/2008,12.05,14.42,11.89,62056.47,9076.18
7/17/2008,12.14,14.57,11.96,60108.72,8771.7
7/18/2008,12.76,15.02,12.38,59988.1,8791.28
7/21/2008,12.35,14.68,12.25,60771.79,8920.82
7/22/2008,12.35,14.89,12.18,59647.32,8733.52
7/23/2008,12.6,14.89,12.14,59420.86,8647.18
7/24/2008,12.35,14.29,11.73,57434.37,8304.72
7/25/2008,12.14,13.94,11.55,57199.14,8243.43
7/28/2008,11.6,13.72,11.4,56869.02,8231.18
7/29/2008,11.93,14.2,11.67,58042.87,8402.35
7/30/2008,12.18,14.5,11.94,59997.64,8755.1
7/31/2008,12.03,14.55,11.84,59505.17,8662.31
8/1/2008,12.02,14.27,11.55,57630.35,8350.81
8/4/2008,11.7,13.81,10.89,55609.07,7978.02
8/5/2008,11.98,14.42,11.21,56470.59,8073.75
8/6/2008,12.44,14.69,11.49,57542.49,8242.37
8/7/2008,12.19,14.42,11.45,57017.55,8209.5
8/8/2008,12.02,14.21,11.32,56584.4,8127.89
8/11/2008,12.02,13.87,11,54720.25,7867.87
8/12/2008,12.01,13.75,10.86,54502.97,7839.94
8/13/2008,11.44,13.47,10.83,54573.18,7911.85
8/14/2008,11.81,13.81,10.99,55138.35,7988.24
8/15/2008,11.63,13.6,10.77,54244.03,7843.05
8/18/2008,11.34,13.26,10.47,53326.54,7680.24
8/19/2008,11.48,13.2,10.42,53638.69,7754.31
8/20/2008,11.67,13.75,10.7,55377.15,8072.75
8/21/2008,11.67,13.65,10.79,55934.69,8200.62
8/22/2008,11.67,13.77,10.85,55850.13,8181.06
8/25/2008,11.42,13.33,10.61,54477.25,7944.58
8/26/2008,11.17,13.18,10.39,54358.7,7939.41
8/27/2008,11.5,13.33,10.63,55519.24,8135.05
8/28/2008,11.67,13.81,10.89,56382.22,8252.85
8/29/2008,11.46,13.42,10.7,55680.41,8143.95
9/1/2008,11.47,13.3,10.54,55162.14,8047.41
9/2/2008,11.46,13.45,10.83,54404.41,7936.27
9/3/2008,11.68,13.59,10.9,53527.01,7832.34
9/4/2008,11.55,13.14,10.65,51408.54,7527.23
9/5/2008,11.68,13.4,10.81,51939.6,7608.74
9/8/2008,11.47,13.54,11.04,50717.97,7420.33
9/9/2008,11.62,13.14,10.63,48435.3,7061.8
9/10/2008,11.59,13.3,10.65,49633.16,7242.71
9/11/2008,11.44,13.47,10.63,51270.4,7539.06
9/12/2008,11.63,13.49,10.72,52392.86,7715.18
9/15/2008,11.25,12.6,9.97,48416.33,7093.6
9/16/2008,11.26,12.8,9.97,49228.92,7254.44
9/17/2008,10.42,12.09,9.46,45908.51,6815.19
9/18/2008,11.37,12.88,10.11,48422.75,7239.8
9/19/2008,11.84,13.97,10.87,53055.38,7900.89
9/22/2008,11.76,13.32,10.54,51540.58,7704.42
9/23/2008,11.26,13.1,10.44,49593.17,7395.74
9/24/2008,11.47,13.01,10.5,49842.99,7476.8
9/25/2008,11.67,13.54,10.83,51828.46,7773.37
9/26/2008,11.57,13.49,10.79,50782.99,7598.42
9/29/2008,11.61,12.69,10.19,46028.06,6909.77
9/30/2008,13.09,13.93,11.06,49541.27,7447.88
10/1/2008,12.31,13.93,11.04,49798.65,7447.76
10/2/2008,12.1,13.1,10.3,46145.1,6901.86
10/3/2008,11.18,12.17,9.78,44517.32,6662.21
10/6/2008,11.05,11.6,9.14,42100.79,6328.41
10/7/2008,10.43,11.23,9.08,40139.85,6046.45
10/8/2008,10.59,10.92,9.05,38593.54,5833.65
10/9/2008,10.04,10.37,8.4,37080.3,5582.13
10/10/2008,9.39,10,7.9,35609.54,5372.3
10/13/2008,10.1,12.34,9.65,40829.13,6169.78
10/14/2008,10.3,12.8,10.15,41569.03,6273.18
10/15/2008,9.97,11.4,9.33,36833.02,5514.74
10/16/2008,9.8,10.7,8.97,36441.72,5345.24
10/17/2008,9.59,10.07,8.55,36399.09,5350.57
10/20/2008,9.18,10.79,9.21,39441.08,5836.02
10/21/2008,9.13,10.61,9.08,39043.39,5773.28
10/22/2008,8.82,9.33,8.04,35069.73,5216.32
10/23/2008,8.34,8.56,7.72,33818.49,5004.34
10/24/2008,7.09,7.64,7.15,31481.55,4631.14
10/27/2008,7.05,7.64,6.84,29435.11,4313.17
10/28/2008,7.22,8.32,7.79,33386.65,4860.01
10/29/2008,7.42,9.42,8.24,34845.21,5118.63
10/30/2008,8.28,10.41,9.25,37448.77,5527.02
10/31/2008,9.61,10.18,8.97,37256.84,5522.07
11/3/2008,9.83,11.84,9.37,38249.44,5673.84
11/4/2008,9.49,12.41,9.66,40254.8,6018.8
11/5/2008,8.56,11.32,8.93,37785.66,5643.85
11/6/2008,8.42,10.62,8.46,36361.91,5386.56
11/7/2008,8.18,11.01,8.45,36665.11,5431.24
11/10/2008,8.59,11.36,8.55,36776.27,5507.42
11/11/2008,8.76,11.25,8.44,37261.9,5547.58
11/12/2008,8.68,10.47,7.78,34373.99,5071
11/13/2008,8.65,11.43,8.5,35993.33,5321.39
11/14/2008,8.96,11.28,8.57,35789.1,5281.54
11/17/2008,8.89,11.26,8.5,35717.21,5254.49
11/18/2008,8.47,10.4,7.87,34094.66,4979.03
11/19/2008,8.43,9.86,7.68,33404.55,4837.9
11/21/2008,7.85,9.07,6.94,31250.6,4485.63
11/24/2008,9.08,10.51,7.82,34188.83,4967.22
11/25/2008,8.65,11,7.99,34812.86,5076.52
11/26/2008,9.37,11.8,8.44,36469.61,5319.59
11/27/2008,9.33,11.75,8.59,36212.65,5274.7
11/28/2008,9.33,11.87,8.81,36595.87,5328.11
12/1/2008,9.17,11.49,8.4,34740.5,5031.77
12/2/2008,9.38,11.78,8.66,35000.84,5057.52
12/3/2008,9.3,11.9,8.73,35296.7,5131.69
12/4/2008,9.53,12,8.58,35127.77,5069.53
12/5/2008,9.68,12.12,8.7,35347.39,5076.82
12/8/2008,10.23,13.33,9.28,38284.91,5553.2
12/9/2008,10.36,13.21,9.3,37968.11,5526.28
12/10/2008,10.4,13.23,9.33,39004.4,5736.87
12/11/2008,10.27,12.85,8.97,38519.07,5658.16
12/12/2008,10.36,13.37,9.31,39373.86,5784.14
12/15/2008,10,12.48,8.95,38320.19,5655.03
12/16/2008,9.92,13.28,9.52,39993.46,5915.55
12/17/2008,10.3,13.59,9.59,39947.43,5959.99
12/18/2008,10.06,13.32,9.44,39536.27,5847.5
12/19/2008,10.19,12.83,9.02,39131.23,5761.48
12/22/2008,9.85,12.24,8.69,37618.5,5500.62
12/23/2008,9.47,11.59,8.35,36470.78,5335.13
12/26/2008,8.95,11.54,8.16,36864.13,5416.37
12/29/2008,9.15,11.54,8.18,37060.16,5468.68
12/30/2008,9.17,11.63,8.3,37550.31,5546.45
1/2/2009,9.9,12.91,9.15,40244.22,5989.65
1/5/2009,9.93,12.94,9.08,41518.66,6141.83
1/6/2009,10.11,13.48,9.37,42312.28,6259.62
1/7/2009,9.85,12.7,8.95,40820.25,6008.07
1/8/2009,9.85,12.78,8.97,41990.55,6182.01
1/9/2009,9.82,12.77,8.87,41582.94,6133.91
1/12/2009,9.33,12.22,8.55,39403.47,5806.43
1/13/2009,9.2,11.78,8.22,39544.23,5811.89
1/14/2009,8.56,10.89,7.72,37981.77,5577.42
1/15/2009,8.48,11.09,7.96,39151.08,5738.36
1/16/2009,8.56,10.71,7.79,39341.54,5751
1/19/2009,8.56,10.86,7.81,38828.32,5685.78
1/20/2009,8.13,10.12,7.39,37272.07,5450.78
1/21/2009,8.14,10.46,7.75,38542.9,5650.3
1/22/2009,8.2,10.17,7.68,37894.33,5556.08
1/23/2009,8.03,10.4,7.76,38132.35,5596.75
1/26/2009,8.2,10.34,7.78,38509.45,5648.23
1/27/2009,8.22,10.19,7.63,38698.92,5669.23
1/28/2009,8.54,10.95,7.98,40227.45,5923.43
1/29/2009,8.53,10.6,7.74,39638.42,5825.81
1/30/2009,8.51,10.45,7.65,39300.79,5784.91
2/2/2009,8.32,10.14,7.44,38666.44,5689.11
2/3/2009,8.5,10.28,7.47,39746.76,5854.42
2/4/2009,8.29,10.47,7.69,40129.04,5941.5
2/5/2009,8.57,10.92,7.95,41108.65,6091.96
2/6/2009,8.91,11.7,8.33,42755.5,6368.16
2/9/2009,8.82,11.52,8.34,42100.12,6294.4
2/10/2009,8.57,11.07,8.12,41207.43,6172.08
2/11/2009,8.61,11.05,8.26,40845.62,6118.9
2/12/2009,8.65,10.95,8.03,40500.79,6053.22
2/13/2009,8.69,11.41,8.3,41673.62,6241.04
2/16/2009,8.75,11.36,8.25,41841.32,6273.73
2/17/2009,8.56,10.69,7.92,39846.97,5952.53
2/18/2009,8.5,10.6,7.97,39674.39,5931.51
2/19/2009,8.48,10.5,7.87,39730.33,5949.47
2/20/2009,8.39,10.2,7.55,38714.64,5766.08
2/25/2009,8.27,10.09,7.73,38231.58,5721.58
2/26/2009,8.31,10.11,7.78,38180.18,5724.34
2/27/2009,8.14,9.93,7.62,38183.31,5722.29
3/2/2009,7.67,9.4,7.33,36234.69,5418.69
3/3/2009,7.76,9.35,7.29,36467.56,5435.37
3/4/2009,8.26,9.92,7.67,38402.24,5758.62
3/5/2009,8.14,9.85,7.51,37368.93,5620.76
3/6/2009,8.36,9.98,7.68,37105.09,5583.21
3/9/2009,8.06,9.86,7.46,36741.35,5523.73
3/10/2009,8.48,10.49,7.91,38794.55,5841.76
3/11/2009,8.57,10.51,7.84,38804.8,5852.35
3/12/2009,8.67,10.78,8.05,39151.86,5920.84
3/13/2009,8.74,10.85,7.99,39015.37,5900.4
3/16/2009,8.75,10.9,8.03,38607.2,5838.6
3/17/2009,9.17,11.14,8.17,39510.72,5980.15
3/18/2009,9.23,11.49,8.33,40142.29,6068.91
3/19/2009,9.24,11.19,8.07,40453.43,6125.12
3/20/2009,9.06,11.03,7.92,40076.41,6070.54
3/23/2009,9.54,12.09,8.5,42438.55,6455.59
3/24/2009,9.85,11.66,8.32,41475.83,6306.19
3/25/2009,9.54,11.7,8.39,41799.3,6351.9
3/26/2009,9.63,12.07,8.63,42588.66,6462.78
3/27/2009,9.38,12.02,8.68,41907.29,6353.13
3/30/2009,9.28,11.68,8.41,40653.13,6150.25
3/31/2009,9.34,11.59,8.5,40925.87,6175.71
4/1/2009,9.5,11.78,8.76,41976.33,6324.02
4/2/2009,9.76,12.35,9.01,43736.45,6593.79
4/3/2009,9.9,12.66,9.21,44390.98,6688.41
4/6/2009,10.11,12.79,9.3,44167.26,6654.18
4/7/2009,10.11,12.82,9.25,43824.53,6584.48
4/8/2009,10,12.8,9.36,44181.98,6610.31
4/9/2009,10.24,13.23,9.74,45538.71,6845.91
4/13/2009,10.19,13.14,9.74,45991.89,6896.96
4/14/2009,10.05,12.52,9.42,45418.18,6801.4
4/15/2009,9.97,12.52,9.43,45272.65,6762.78
4/16/2009,10.15,12.88,9.71,46024.78,6870.12
4/17/2009,10.02,12.8,9.65,45778.28,6824.65
4/20/2009,9.89,12.34,9.25,44433.15,6619.77
4/22/2009,9.72,12.12,9.16,44888.2,6643.7
4/23/2009,9.94,12.62,9.56,45801.17,6796.22
4/24/2009,10.1,12.93,9.67,46771.79,6897.53
4/27/2009,9.87,12.48,9.33,45819.71,6734.25
4/28/2009,10.07,12.75,9.43,45821.44,6747.87
4/29/2009,10.58,13.6,9.99,47226.79,6967.96
4/30/2009,10.67,13.75,9.98,47289.53,6985.66
5/4/2009,11.05,14.5,10.46,50404.53,7453.3
5/5/2009,11.16,14.86,10.73,50669.78,7489.24
5/6/2009,11.07,14.69,10.88,51499.48,7576.15
5/7/2009,10.57,13.58,10.4,50058.06,7344.67
5/8/2009,10.51,13.74,10.69,51395.99,7531.09
5/11/2009,10.37,13.38,10.41,50976.39,7469.46
5/12/2009,10.33,13.17,10.28,50325.78,7364.4
5/13/2009,10.09,12.82,9.9,48679.19,7134.02
5/14/2009,10.16,12.98,10.08,49446.02,7222.35
5/15/2009,9.94,12.84,10.03,49007.21,7151.83
5/18/2009,10.42,13.46,10.54,51463.02,7505.46
5/19/2009,10.41,13.32,10.5,51346.61,7498.51
5/20/2009,10.76,13.59,10.52,51245.09,7515.75
5/21/2009,10.59,13.57,10.43,50087.33,7360.27
5/22/2009,10.85,13.74,10.55,50568.49,7435.76
5/25/2009,10.74,13.75,10.67,50816.24,7473.49
5/26/2009,11.07,14.27,10.9,51840.8,7627.26
5/27/2009,11.07,14.34,10.91,51791.61,7612.01
5/28/2009,11.28,14.48,11.2,53040.74,7784.87
5/29/2009,11.23,14.43,11.17,53197.73,7788.53
6/1/2009,11.38,14.84,11.36,54486.29,7995.61
6/2/2009,11.29,14.65,11.15,53999.52,7894
6/3/2009,11.08,14.3,10.87,52086.63,7614.38
6/4/2009,11.29,14.48,11.05,53463.9,7799.74
6/5/2009,11.22,14.36,10.96,53341.01,7781.29
6/8/2009,11.42,14.39,11.07,53630.39,7816.05
6/9/2009,11.14,14.21,10.96,53157.13,7751.43
6/10/2009,11.17,14.27,11.04,53410.93,7796.65
6/12/2009,11.42,14.49,11.25,53558.23,7821.07
6/15/2009,10.99,13.99,10.93,52033.82,7617.87
6/16/2009,10.99,13.91,10.9,51205.78,7501.23
6/17/2009,10.85,13.83,10.79,51045.84,7453.41
6/18/2009,10.79,13.64,10.72,50903.02,7432.11
6/19/2009,11.05,13.85,10.83,51373.77,7496.61
6/22/2009,10.77,13.75,10.47,49494.8,7231.37
6/23/2009,10.77,13.46,10.21,49813.58,7248.17
6/24/2009,10.82,13.46,10.21,49672.12,7205.52
6/25/2009,10.85,13.77,10.54,51514.81,7452.98
6/26/2009,10.9,13.99,10.66,51485.61,7463.17
6/29/2009,11.08,14.27,10.77,52137.58,7555.77
6/30/2009,10.99,14.08,10.69,51465.46,7459.46
7/1/2009,11.02,14.09,10.66,51543.78,7438.26
7/2/2009,11.06,14.05,10.48,51024.94,7359
7/3/2009,10.99,13.95,10.37,50934.69,7325.03
7/6/2009,10.99,14.04,10.38,50622.47,7264.35
7/7/2009,10.77,13.81,10.3,49456.7,7104.95
7/8/2009,10.65,13.74,10.04,49177.55,7063.94
7/10/2009,10.52,13.58,9.97,49220.78,7083.12
7/13/2009,10.6,13.58,10.1,49186.93,7100.09
7/14/2009,10.53,13.44,10.07,48872.58,7048.01
7/15/2009,10.77,14,10.51,51296.66,7377.74
7/16/2009,10.91,14.22,10.58,51918.2,7451.39
7/17/2009,10.95,14.15,10.6,52072.49,7484.98
7/20/2009,11.28,14.75,10.89,53154.93,7649.67
7/21/2009,11.39,14.76,10.78,53233.57,7652.44
7/22/2009,11.42,14.8,10.83,53072.57,7612.08
7/23/2009,11.65,15.39,11.09,54249.36,7783.83
7/24/2009,11.78,15.43,11.18,54457.29,7811.53
7/27/2009,11.73,15.37,11.17,54548.99,7817.07
7/28/2009,11.64,15.35,11.12,54471.54,7785.81
7/29/2009,11.72,15.14,10.93,53734.53,7670.49
7/30/2009,11.86,15.29,11.05,54478.43,7769.06
7/31/2009,11.76,15.21,10.97,54765.72,7808.74
8/3/2009,11.91,15.4,11.19,55997.81,7983.22
8/4/2009,11.91,15.54,11.07,56038.07,7964.59
8/5/2009,12.17,15.85,11.27,56384.08,8027.97
8/6/2009,12.21,15.72,11.12,55754.88,7943.38
8/7/2009,12.43,16.17,11.36,56329.51,8017.23
8/10/2009,12.56,16.34,11.48,56830.01,8076
8/11/2009,12.35,15.67,11.14,55761.16,7892.18
8/12/2009,12.34,15.55,11.25,56588.26,7985.9
8/13/2009,12.11,15.36,11.13,57047.98,8036.82
8/14/2009,12.13,15.13,11.05,56638,7987.27
8/17/2009,11.52,14.77,10.74,55218.37,7791.96
8/18/2009,11.87,15.29,10.91,55748.92,7855.19
8/19/2009,12.04,15.49,11.05,56156.28,7932.78
8/20/2009,12.22,15.69,11.23,56831.48,8021.45
8/21/2009,12.3,15.58,11.25,57728.59,8130.46
8/24/2009,12.41,15.72,11.2,57775.37,8126.85
8/25/2009,12.57,15.92,11.29,57421.43,8095.26
8/26/2009,13.14,16.26,11.48,57765.69,8132.23
8/27/2009,12.92,16.14,11.48,57703.85,8108.59
8/28/2009,12.85,16.13,11.55,57700.57,8109.81
8/31/2009,12.72,16.03,11.42,56488.98,7927.73
9/1/2009,12.24,15.57,11.29,55814.96,7834.88
9/2/2009,12.19,15.52,11.19,55385.72,7803.26
9/3/2009,12.19,15.45,11.22,55707.17,7836.43
9/4/2009,12.74,15.84,11.57,56652.28,7970.18
9/8/2009,12.81,16.04,11.72,57854.8,8126.6
9/9/2009,13.06,16.24,11.79,57909.95,8156.01
9/10/2009,13.01,16.34,11.87,58535.79,8239.21
9/11/2009,13.06,16.51,12.02,58366.38,8216.32
9/14/2009,13.01,16.54,12.08,58867.55,8273.41
9/15/2009,13.22,16.79,12.21,59263.86,8345.47
9/16/2009,13.17,17.01,12.45,60410.66,8503.01
9/17/2009,13.2,17.02,12.49,60236.03,8490.54
9/18/2009,13.29,17.12,12.54,60703.01,8551.78
9/21/2009,13.2,16.99,12.44,60928.02,8572.77
9/22/2009,13.35,17.07,12.48,61493.39,8643.97
9/23/2009,13.32,16.79,12.27,60496.19,8510.79
9/24/2009,13.15,16.62,12.18,60046.28,8431.18
9/25/2009,13.11,16.71,12.26,60355.73,8465.7
9/28/2009,13.27,17.08,12.5,61316.62,8618.27
9/29/2009,13.56,17.65,12.82,61235.26,8636.81
9/30/2009,13.81,17.9,13.1,61517.89,8690.2
10/1/2009,13.83,17.98,13.02,60459.33,8561.36
10/2/2009,13.83,18.05,13.17,61171.99,8642.01
10/5/2009,13.93,18.4,13.62,62369.3,8793.09
10/6/2009,14.05,18.15,13.42,62670.59,8818.43
10/7/2009,13.5,17.58,12.89,62638.28,8789.15
10/8/2009,13.79,17.88,13.21,63759.87,8956.63
10/9/2009,13.76,18.05,13.34,64071.01,9003.47
10/13/2009,13.75,18.1,13.49,64645.59,9063.28
10/14/2009,14.08,18.6,13.83,66201.13,9283.49
10/15/2009,13.99,18.53,13.82,66703.32,9349.94
10/16/2009,13.98,18.35,13.63,66200.49,9283.14
10/19/2009,14.07,18.56,13.73,67239.45,9445.86
10/20/2009,13.46,18.2,13.38,65303.11,9202.29
10/21/2009,13.64,18.05,13.38,65485.59,9213.38
10/22/2009,13.98,18.4,13.72,66134.97,9324.82
10/23/2009,13.88,18.23,13.59,65058.84,9180.81
10/26/2009,13.93,18.2,13.47,65085.55,9189.17
10/27/2009,13.69,17.73,13.23,63161.04,8936.37
10/28/2009,13.01,16.55,12.51,60162.31,8523.64
10/29/2009,13.64,17.62,13.23,63720.58,9016.77
10/30/2009,13.01,16.8,12.85,61545.5,8709.56
11/3/2009,13.55,17.69,13.12,62643.23,8893.11
11/4/2009,13.79,18.26,13.03,63912.57,9048.98
11/5/2009,13.74,18.41,13.11,64815.72,9169.96
11/6/2009,13.82,18.33,13.01,64466.13,9107.41
11/9/2009,13.99,18.74,13.2,66214.35,9348.88
11/10/2009,14.04,18.98,13.28,66303.49,9382.87
11/11/2009,14.2,18.99,13.26,66431.24,9403.39
11/12/2009,13.98,18.44,12.98,64447.93,9125.74
11/13/2009,14.23,19.05,13.09,65325.63,9248.89
11/16/2009,14.32,19.19,13.39,66627.1,9412.39
11/17/2009,14.31,19.3,13.54,67405.98,9536.88
11/18/2009,14.31,19.06,13.4,66515.66,9420.67
11/19/2009,14.17,18.61,13.12,66327.28,9370.51
11/23/2009,14.42,19.01,13.33,66809.4,9444.17
11/24/2009,14.36,19.11,13.46,67317,9507.31
11/25/2009,14.5,19.46,13.52,67917.08,9598.85
11/26/2009,14.3,18.82,13.22,66391.8,9373.75
